inspection_id,name,aka_name,facility_type,risk,address,city,state,zip,date,inspection_type,results,violations,latitude,longitude,location
2130020,"PENINSULA CHICAGO, LLC",SHANGHAI TERRACE,Restaurant,Risk 1 (High),108 E SUPERIOR ST ,CHICAGO,IL,60611,01/05/2018,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FOOD BUILD UP ON EXTERIOR OF GREASE TRAP. INSTRUCTED MANAGER TO CLEAN EXTERIOR OF GREASE TRAP AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FOOD DEBRIS/DIRT BUILD UP ON FLOOR ALONG WALLS/CORNERS IN PREP AREA. INSTRUCTED MANAGER TO DETAIL CLEAN FLOOR THROUGHOUT PREP AREA AND MAINTAIN.",41.89583963820686,-87.6249881413158,"(-87.62498814131581, 41.89583963820686)"
1948792,SKYWAY DOG HOUSE INC,SKYWAY DOG HOUSE INC,Restaurant,Risk 2 (Medium),9480 S EWING AVE ,CHICAGO,IL,60617,08/04/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING THROUGHT OUT ALONG THE WALL BASE AND IN CORNERS ESPECIALLY BEHIND COOKING EQUIPMENT. MUST CLEAN TO REMOVE SPILLS,GREASE AND DEBRIS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED THE WALLS,CEILING AND THE LIGHT SHEILDS DIRTY IN THE PREP AREA. MUST CLEAN TO REMOVE DEBRIS,DUST,FOOD SPLATTER AND GREASE. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: NOTED THE EMPLOYEE'S TOILET ROOM DOOR NOT SELF CLOSING. MUST PROVIDE A SELF CLOSING DEVICE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED LEAK AT THE 3 COMPARTMENT SINK FIXTURE. MUST REPAIR AND MAINTAIN.",41.72303512369261,-87.53679203497644,"(-87.53679203497643, 41.72303512369261)"
1583765,COLUMBIA YACHT CLUB,COLUMBIA YACHT CLUB,Restaurant,Risk 1 (High),111 N LAKE SHORE DR ,CHICAGO,IL,60601,11/03/2015,Canvass,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE ICE BIN COVERS IN GOOD REPAIRS FOR BOTH ICE BOX BINS LOCATED AT THE BAR ON THE 2ND FLOOR. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST REPAIR/REPLACE EXTREMELY RUSTED FLOOR AT THE WALK-IN PRODUCE COOLER ON THE 1ST FLOOR SO AS TO BE SMOOTH AND EASILY CLEANABLE.",41.883065622637346,-87.61545613448831,"(-87.61545613448831, 41.88306562263734)"
409303,MISTA PIZZA,MISTA PIZA,Restaurant,Risk 1 (High),134 N LA SALLE ST ,CHICAGO,IL,60602,10/04/2010,License,Fail,,41.88411126733353,-87.63257638523856,"(-87.63257638523856, 41.88411126733353)"
2321075,CHARLOTTE'S BAR AND GRILL,CHARLOTTE'S BAR AND GRILL,Restaurant,Risk 1 (High),6000 W GUNNISON ST ,CHICAGO,IL,60630,11/05/2019,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE.INSTRUCTED MANAGEMENT TO CREATE A EMPLOYEE HEALTH POLICY. PRIORITY FOUNDATION VIOLATION  7-38-010  NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO CLEAN UP PROCEDURE/KIT ON  SITE.INSTRUCTED MANAGEMENT TO CREATE A CLEAN UP PROCEDURE/KIT. PRIORITY FOUNDATION VIOLATION 7-38-005  NO CITATION ISSUED | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER REMINDER ON THE MENU FOR MEATS.INSTRUCTED MANAGEMENT TO PUT REMINDER FOR CONSUMER ADVISORY AND DISCLOSURE AND REMINDER ON THE PAPER MENUS. PRIORITY FOUNDATION VIOLATION  7-38-005  NO CITATION ISSUED | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED NO BACKFLOW DEVICE AT ICE MACHINE.INSTRUCTED MANAGEMENT TO INSTALL A BACKFLOW DEVICE AT ICE MACHINE OD FIND THE LOCATION OF BACKFLOW DEVICE IF CON TAINED IN THE ICE MACHINE. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED NO GREASE TRAP FOR THREE COMPARTMENT SINK BEHIND THE FOOD PREP AREA.INSTRUCTED MANAGEMENT TO INSTALL A GREASE TRAP FOR THE THREE COMPARTMENT SINK.     | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED SELF CLOSING DEVICE FOR EMPLOYEES RESTROOM NOT CLOSING.INSTRUCTED MANAGEMENT TO REPAIR DOOR SO IT CAN BE SELF CLOSING | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED BURN'T OUT LIGHT AND MISSING LIGHT SHIELD OVER HOT LINE IN KITCHEN.INSTRUCTED MANAGEMENT TO PROVIDE LIGHT SHIELD AND REPLACE BURN'T OUT LIGHT BULB. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN CERTIFICATION ON PREMISIS INSTRUCTED MANAGEMENT TO BECOME ALLERGEN CERTIFIED.",41.96864190649567,-87.77830163616821,"(-87.77830163616822, 41.96864190649567)"
1235538,MACARONI GRILL,MACARONI GRILL (T3-K2),Restaurant,Risk 1 (High),11601 W TOUHY AVE ,CHICAGO,IL,60666,11/27/2012,Short Form Complaint,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FOOD CARTS, INTERIOR SURFACES OF BREAD WARMER, INTERIOR AND EXTERIOR SURFACES OF 3 COMPARTMENT BAR SINK BEHIND BAR, AND INTERIOR SURFACES OF PREP SHELVES",42.008536400868735,-87.91442843927048,"(-87.91442843927047, 42.008536400868735)"
2370285,3JJJ'S BETTER TASTE JAMAICAN,3JJJ'S BETTER TASTE JAMAICAN JERK RESTAURANT,Mobile Food Dispenser,Risk 3 (Low),409 E 103RD ST ,CHICAGO,IL,60628,06/27/2017,Complaint,Pass w/ Conditions,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: Observed all hot foods at improper temperatures: 30lbs of chicken at 121.8f, 30lbs of rice at 125.2f, 15lbs of beans at 123.7f, 20lbs of cabbage at 119.5f, 10lbs of goat at 127.0f, 4.5lbs of tilapia at 125.4f, 10lbs of oxtail at 119.2f, 1lb of veggies (greens, carrots, cabbage) at 116.1f. Discarded and denatured said food valued at $1500 as stated by operator. Critical violation 7-38-005(a). ",41.70721220021213,-87.61336681197594,"(-87.61336681197594, 41.707212200212126)"
1515826,AMERICAN WILDBURGER,AMERICAN WILDBURGER,Restaurant,Risk 1 (High),1234 N HALSTED ST ,CHICAGO,IL,60642,01/13/2015,License,Pass,37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: MUST PROVIDE SELF-CLOSING DEVICES ON WASHROOM DOORS.,41.90450210717989,-87.64826686780405,"(-87.64826686780404, 41.90450210717989)"
1532998,COCORO,COCORO,Restaurant,Risk 1 (High),668 N WELLS ST ,CHICAGO,IL,60654,04/16/2015,Canvass,Pass w/ Conditions,"1. SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE - Comments: FOUND ONE CONTAINER WITH CLAMS INSIDE THE TWO DOOR REACH IN COOLER WITHOUT TAG ATTACHED TO THE CONTAINER. INSTRUCTED MANAGER THAT ALL SHELLFISH MUST HAVE A TAG ATTACHED TO THE CONTAINER DURING STORAGE INSIDE THE 2 DOOR REACH IN COOLER. THEN WHEN THE SHELLFISH ARE ALL CONSUMED,TAG MUST BE KEPT FOR THE NEXT 90 DAYS. CITATION ISSUED CRITICAL 7-38-005(B). MANAGER DISCARDED THE SAID PRODUCT WIORTH $17.95 TOTAL 3.2 DURING INSPECTION. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST RE CAULK AROUND THE EXPOSED HAND SINK IN THE PREP/KITCHEN AREA,(CAULK WORN OUT) AND MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN IN DETAIL INSIDE BOTTOM SHELVE OF THE REACH IN COOLER A ND REACH IN FREEZER(WITH FOOD CRUMBS) AND MAINTAIN. CLEAN IN DETAIL THE WOODEN SHELVE CLOSE TO THE EXPOSED HAND SINK IN THE KITCHEN AND MAINTAIN. MUST CLEAN AND SANITIZE UPPER PORTION INTERIOR PANEL OF THE ICE MAKER AND ALL CHOPPING BOARDS AND MAINTAIN. INSIDE THE CABINETS ON THE HALLWAY GOING TO THE KITCHEN NEEDS DETAIL CLEANING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOOR UNDER AND BEHIND THE COOKING STOVE, GRILL AND DEEP FRYER WITH ACCUMULATED DUST AND GREASE. MUST CLEAN IN DETAIL AND MAINTAIN. FLOOR UNDER THE SHELVINGS CLOSE TO THE STAIR GOING TO THE 2ND FLOOR WITH SYPUP AND DEBRIS. MUST CLEAN IN DETAIL AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VENT COVER IN BOTH WASHROOMS WITH DUST ACCUMULATED. MUST CLEAN AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST REPLACE BROKEN/CRACKED SOLID LIGHT SHIELD IN THE PREP AREA AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST INSTALL FAUCET WITH HOT AND COLD RUNNING WATER UNDER CITY PRESURE ON THE MOP SINK. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: NO FOOD HANDLER'S CERTIFICATE ON SITE. MUST PROVIDE ",41.89438888562674,-87.63428942310922,"(-87.63428942310924, 41.89438888562674)"
1965289,THE NEW 400,THE NEW 400,Other,Risk 2 (Medium),6746 N SHERIDAN RD ,CHICAGO,IL,60626,09/26/2016,Canvass Re-Inspection,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RUST ON GREASE TRAP UNDER 3-COMP SINK BEHIND FRONT COUNTER. INSTRUCTED TO NOT STORE ITEMS ON TOP. REPAIR SO SURFACE IS SMOOTH AND EASILY CLEANABLE AND MAINTAIN.",42.00493637711607,-87.66101365071366,"(-87.66101365071366, 42.00493637711607)"
2370292,3 JJJ'S BETTER TASTE JAMAICAN JERK RESTAURANT,3 JJJ'S BETTER TASTE JAMAICA,Restaurant,Risk 1 (High),409 E 103RD ST ,CHICAGO,IL,60628,05/09/2014,License,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE RUST FROM THE GREASE TRAP AT THE 3 COMPARTMENT SINK IN THE REAR PREP AREA | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN THE FILTERS ABOVE STOVE,HAS SOME GREASE BUILD-UP IN THE FRONT PREP AREA | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: MUST PROVIDE  LIGHT SHIELD COVERS AT FRONT AND REAR PREP AREAS,ALSO 1 LIGHT SHIELD COVER AND  BULB MISSING AT VENTILATION HOOD OVER STOVE,INSTRUCTED TO PROVIDE BULB AND COVER | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR THE VENTILATION IN BOTH WASHROOMS IN REAR OF PREMISES AND REMOVE DUST BUILD-UP",41.70721220021213,-87.61336681197594,"(-87.61336681197594, 41.707212200212126)"
2145326,AQUITAINE,AQUITAINE,Restaurant,Risk 1 (High),2221 N LINCOLN AVE ,CHICAGO,IL,60614,02/22/2018,Canvass,Out of Business,,41.9224779133742,-87.64439904705057,"(-87.64439904705058, 41.922477913374195)"
2116472,CICS LLOYD BOND,CICS LLOYD BOND,School,Risk 2 (Medium),13300 S LANGLEY ,CHICAGO,IL,60827,11/30/2017,Canvass,Out of Business,,41.65363660026574,-87.60507067062305,"(-87.60507067062306, 41.65363660026574)"
2088505,TOCCO RESTAURANT,TOCCO RESTAURANT,Restaurant,Risk 1 (High),1266 N MILWAUKEE AVE ,CHICAGO,IL,60622,09/12/2017,Canvass,No Entry,,41.904689828481274,-87.66878127418673,"(-87.66878127418673, 41.90468982848127)"
